time,x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
31.2,29.9872551839883,57.2639275237535,-21.1883891024919,-0.117096822412793,0.26265991941771,-0.518633193511103,99.908421684401,-96.6914874182371,-100.154945510027
31.3,30.022943995637,57.2624097429073,-21.1909501981302,0.025725374421047,0.259099618528545,-0.46985387337697,99.3177705377981,-91.3456609355008,-92.1506855805105
31.4,30.0975108366084,57.2564876495252,-21.1945951589842,0.14177369595573,0.25576291074971,-0.426517595559009,99.1648218720692,-83.7037637427919,-85.504515312444
31.5,30.2087182972926,57.2387778307385,-21.1971033959664,0.230055154526096,0.253450942343445,-0.386480593184746,98.405977012492,-94.1662599559888,-90.2082936559254
31.6,30.3527078642021,57.2025370796688,-21.196475650558,0.290124752657772,0.251765267541524,-0.346107559279741,98.731743231745,-91.0995221291566,-96.7434159262366
31.7,30.5241796545517,57.1419282344777,-21.1909808701353,0.322060059369812,0.251262330692492,-0.302096431954775,96.9276259974545,-76.1343665983917,-97.5851907517913
31.8,30.7161259364341,57.0522702855556,-21.1792680988661,0.326799655599473,0.251902133059474,-0.254869427812037,94.4685819848858,-80.8782093372703,-95.1784147945978
31.9,30.9208842325205,56.9304039525566,-21.1603311374498,0.305711857999993,0.254346750569158,-0.20512907394367,93.869201154975,-79.4197753884981,-88.2061993329863
32,31.1306134570761,56.7752886014993,-21.1335233933055,0.260982312098972,0.258182894556777,-0.156122034997717,92.9539452663841,-78.3757000721066,-59.9155383235752
32.1,31.338112405503,56.5886894088194,-21.0984340264811,0.195999301060483,0.263676215391323,-0.112755890804462,94.6219346289709,-87.6747089387539,-57.9037134139446
32.2,31.5366700821395,56.37705328901,-21.0553900515973,0.117493031025814,0.271071119111097,-0.077935263743215,3.91434676202911,-88.797175030683,-27.5595103991177
32.3,31.7105890200216,56.1647327404362,-21.0088196299,0.051801140953017,0.276210843282268,-0.052014182854641,-62.5693212139892,-95.4071819199542,35.2569453754065
32.4,31.850641522266,55.9742875298262,-20.9636458630579,0.020755104874989,0.27530919556243,-0.034242515544487,-65.4779574179988,-99.6195333796818,-4.51709924268148
32.5,31.9650723732194,55.8046827621817,-20.9199214643242,0.018458422371889,0.268448861841552,-0.02404198746275,20.4970416733878,-99.1565861366485,8.9856257102422
32.6,32.0666524528231,55.6443361475633,-20.8748743037237,0.028488229150144,0.258112677780264,-0.020423741964841,2.17356903762794,-100.919646643604,-13.6314999350087
32.7,32.1644405016638,55.4840837874357,-20.825935882963,0.038474703063769,0.246284823326853,-0.018325650507297,61.0281465860405,-93.5753024208564,30.427410077568
32.8,32.2620971135022,55.3208352342952,-20.7721025534848,0.043917382871938,0.233909003576838,-0.016335630473193,15.9812145031512,-92.1626787468419,32.1442549335937
32.9,32.3603604587286,55.1546453932806,-20.7133851397525,0.044488890228627,0.221148012538455,-0.013653271625695,46.1463962352087,-86.4577796885696,1.78558360465786
33,32.4577764629258,54.9883595896462,-20.6508859091107,0.043446935730911,0.207472791356391,-0.010744143316733,-29.8756296767713,-97.8191773826589,25.8891662568167
33.1,32.5531567852224,54.8241612027393,-20.5856273495814,0.043408668638989,0.193112163712218,-0.006422408711629,15.5730276291634,-95.892181448226,5.12206766567332
33.2,32.6466620775871,54.6616100498373,-20.5176938911901,0.044000245212685,0.177844068748741,-0.000843086188675,-7.79168938251335,-89.4066828935115,-16.2805344167555
33.3,32.7381520500411,54.5006313853724,-20.4473147787845,0.045341539169894,0.161389479744651,0.005374441227706,20.2299339913624,-85.9860459361815,28.1077194489108
