time,hat{D_{u}},hat{D_{v}},hat{D_{w}},hat{D_{q}},hat{D_{r}},x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
3.3,-5.71132850087918,-6.51682809457486,-5.20774876329627,-0.729471268301296,-2.58657234567047,3.81978044823959,9.12268800186769,-3.6777776425607,1.36236974312465,-0.618432239684724,0.052084334865907,23.6403524875641,99.9913096427918,32.5860023498535
3.4,-4.77572580129217,-6.24776001333668,-5.00853902230122,0.172918729644022,-1.97445037062403,4.08342555404697,8.99435165230993,-3.84366183897493,1.17577336433736,-0.65127384191408,0.050863344125957,-9.10937115550041,99.9750077724457,19.3098172545433
3.5,-3.91515642845462,-5.94921851950995,-4.79296788040923,1.03975921721882,-1.5076671893596,4.33249678399847,8.87558009463144,-3.99973416707428,1.00697750192472,-0.684157292195544,0.048112131128372,-28.4195333719254,99.9900221824646,13.9827311038971
3.6,-3.02112574331377,-5.62540510351057,-4.56422518567949,1.86322651259512,-0.981995827376022,4.5637019212739,8.76729555942771,-4.14412420525369,0.858216331064446,-0.714807589934959,0.042426565805827,-42.6513135433197,99.9821901321411,15.6392976641655
3.7,-2.06067127406482,-5.29373809850205,-4.32402638839756,2.63918656000728,-0.436120213760581,4.77676609944432,8.66894574891881,-4.27686356117479,0.728570061942626,-0.741630074578947,0.033614467221999,-42.6790207624435,99.9860465526581,1.68517790734768
3.8,-1.2321393430055,-4.94213959557759,-4.07317523931613,3.35632228482064,-0.045754386258066,4.97243614823563,8.57946096102804,-4.39860435834298,0.616245946781953,-0.763272533934501,0.021992675364509,-43.5079574584961,99.9921560287476,-3.72531339526176
3.9,-0.496447234977232,-4.57581714355356,-3.81352172967866,4.01050437475887,0.356106883950264,5.1509687023824,8.49771234461622,-4.50973612308132,0.520015623159785,-0.778015247146765,0.007185687909254,-43.6020970344543,99.9678492546082,-13.0417630076408
4,0.102660179325845,-4.20203184245567,-3.5469105347997,4.59510999256793,0.665901467271681,5.31374946679544,8.42216215633996,-4.6113269127791,0.437908635702916,-0.784820259272613,-0.009854017127204,-47.9023069143295,99.9884605407715,-19.0495297312737
4.1,0.686657011374351,-3.82100518647349,-3.27484051206138,5.10721900052538,0.965842067126377,5.46257074537915,8.35122967449932,-4.70466282716842,0.367924935724807,-0.78317955106517,-0.027861012896406,-34.4521939754486,99.977034330368,-27.1498948335648
4.2,1.29654439703364,-3.43727572387441,-2.99883613799601,5.54424792259901,1.30751350027267,5.59893209316943,8.28359317829961,-4.79082491001642,0.308596754068857,-0.772827123164588,-0.045030926633867,-37.8653287887573,99.9901592731476,-33.455964922905
4.3,1.62012636314634,-3.05116601454627,-2.72107022922892,5.9038406924556,1.59005008289041,5.72446710151345,8.21799509870108,-4.87097024521033,0.258523607922637,-0.754086568693953,-0.059709312737042,-25.0616014003754,99.9979674816132,-29.6627700328827
4.4,2.18156290482837,-2.67116861205318,-2.44321283929985,6.17767556646583,1.90190200444797,5.8416916888531,8.15281900592586,-4.94681863391992,0.215557828729512,-0.728409199616796,-0.070655791610572,-11.728873103857,99.76646900177,-40.5658453702927
4.5,2.94369214406312,-2.29757092275308,-2.16690562398011,6.3688551368182,2.16999057803255,5.95334492583557,8.08634486960993,-5.02024126196767,0.177235172827301,-0.69778883852787,-0.077170263147509,-1.97457782924175,99.9714195728302,-33.8889509439468
4.6,3.3668642491561,-1.9310924251633,-1.89352833486102,6.50087957088258,2.42695767935848,6.06210216323701,8.01675124648152,-5.09311711376322,0.1408623899029,-0.664411675099371,-0.079338129972461,5.71543425321579,99.9880015850067,-33.4735870361328
4.7,3.60079994730755,-1.5739397968787,-1.62433475496574,6.55126742642213,2.74796147224262,6.1697729190861,7.94260620503311,-5.16679976505067,0.104316411023803,-0.629885481846454,-0.077681455293817,9.87115278840065,99.9803423881531,-33.6183458566666
4.8,3.76373545664423,-1.22396839469192,-1.36018794991754,6.53515357872152,2.97271293503495,6.27709183279904,7.8631552072171,-5.24193538964697,0.066449261564229,-0.594942475613032,-0.07274806765798,8.13463032245636,99.9261260032654,-26.1328488588333
4.9,3.9335247937313,-0.879790774540198,-1.10131130500139,6.45377903573313,3.34073427730914,6.38207752810924,7.77986389681614,-5.3171921432413,0.029407927408741,-0.558194302122662,-0.066156110830501,-11.3346688449383,99.86931681633,-22.278781235218
5,4.0400604550877,-0.559724885600842,-0.850212230819527,6.31374122841149,3.6580512854152,6.47969123894862,7.69747848233907,-5.3887423625678,-1.11256964820949E-05,-0.515624236170386,-0.05847269693593,-21.5435341000557,99.8365640640259,-23.4835460782051
